Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion,EmailEngagement,SiteEngagement,IncomePerClick,AdSpendPerClick,ClickToConversionRate,TotalInteractions
24,Male,35405,PPC,Retention,2933.819562100371,0.0909207517735757,0.0447508394677082,44,5.951040362232911,3.8914724267332303,20,5,6,6,2073,0,11,1018.96561712026,32454.236425918156,2689.305852263497,0.04102116436501373,81
58,Male,113330,PPC,Conversion,7017.382425465893,0.2396520901659164,0.0401129211954607,3,6.359058218442155,3.673661460478336,37,1,2,0,4687,0,3,70.08308130608692,91420.81145108365,5660.767630800895,0.032358208818162794,43
52,Female,51516,PPC,Awareness,644.6357784222533,0.2926840263690771,0.0744046453396143,18,8.810065583831118,3.869593697064856,33,2,7,1,679,0,9,613.6447365705764,39851.9661024198,498.68008366508735,0.05755826158740734,61
50,Male,93065,Social Media,Awareness,2804.0847684899954,0.0728933716149004,0.1296154769686072,49,8.21002721964398,12.406839140748522,61,5,1,0,3072,0,6,4991.163865709194,86742.0775094548,2613.5726463379447,0.1208092811436725,116
19,Male,86025,Social Media,Awareness,3407.780769519538,0.0143557211414639,0.1561911146189556,23,8.41243076963475,2.2049178965358527,86,8,2,1,1535,0,10,426.62054061874034,84807.52679463892,3359.5519781608077,0.15398061189342166,120
49,Male,75304,Social Media,Retention,3478.9948393134737,0.1014140939065119,0.1296276953174918,3,9.12211105534796,13.089458901183454,3,17,8,5,4942,1,25,358.21049325302505,68370.28908256534,3158.6619951213106,0.11769206153675259,36
48,Female,108487,Social Media,Retention,656.0450289941009,0.0806422472565916,0.0458822211872611,5,5.8094967672662845,13.519665321156223,94,11,3,4,3293,1,14,392.71225988889586,100391.22593570087,607.0880817954244,0.04245828932168952,117
35,Male,74733,SEO,Conversion,1644.074468376317,0.1669760513874296,0.1716717280789935,27,5.853230445259348,14.601505928718694,74,3,5,0,1239,1,8,2307.5814343125007,64039.874606808924,1408.8330830968298,0.1471081843323959,109
28,Female,120873,PPC,Awareness,4116.534827717482,0.0421394142245407,0.059862056984423,8,9.86985988700517,6.257853684416494,95,4,3,0,615,0,7,494.1131124685589,115985.44143917828,3950.080739226823,0.05744150558681878,110
36,Female,93318,PPC,Conversion,7091.304248151735,0.0903802201034488,0.0236589414765153,23,7.05874090909686,6.0800492319407535,51,8,0,2,3713,1,8,987.1023215849322,85582.99048303219,6503.515120146764,0.021697882115167755,84
28,Female,68865,SEO,Awareness,2530.987075191979,0.1513528725578813,0.0740406380872916,12,6.797137326228855,10.493623220654396,65,8,0,1,864,1,8,855.919176965902,59812.24491758759,2198.272254768479,0.06430751149541201,86
20,Female,25176,Referral,Awareness,3749.846696663084,0.0190778176144893,0.0577022073445497,11,2.7521077911242213,9.352960407670087,22,15,1,4,20,0,16,283.14390728827743,24704.68845934975,3679.647061144871,0.056621983470920845,53
68,Female,47655,Email,Retention,7638.345863753269,0.191999872235889,0.0582934732717545,15,8.584132896425913,3.193093827442305,90,10,1,7,72,1,11,411.14912648283035,39979.03113077632,6408.008961801039,0.0489039257717459,123
25,Male,43750,Referral,Conversion,6329.459918779685,0.2243570836832602,0.0805077748657051,12,9.472593006975192,4.890914346317597,16,7,4,3,3910,1,11,555.9556924157125,35733.03947275407,5169.619225576441,0.06575514279176774,42
32,Male,118642,Email,Awareness,6811.811450892588,0.1646244707989175,0.093091173460579,44,7.134621926683333,13.91806039187194,2,0,9,5,379,1,9,4369.204349345105,101871.46412835813,5848.933816597356,0.07993235226864127,60
56,Female,22364,PPC,Retention,4094.1794444154857,0.0782895749660824,0.1574499748059828,24,1.1261235306408754,2.8262863199786787,36,10,5,9,535,0,15,76.38594070215352,20740.25430571696,3796.9201775360466,0.1460182667637637,84
32,Male,30686,Email,Conversion,3838.74441330802,0.0236181979635282,0.1005798144208786,23,1.1845212911024556,4.697293160534945,54,8,2,1,3395,0,10,127.9730064616825,29977.9742691653,3750.1721061086446,0.09825911127897151,88
20,Female,32863,Social Media,Awareness,8133.155937554326,0.0745741887168067,0.0677108782461387,40,5.298888801422112,9.679516580382794,98,6,6,0,2652,0,12,2051.627280438802,30582.346333149002,7568.724451930547,0.06301182268950183,150
45,Female,101427,PPC,Conversion,363.3422815837536,0.2370549555930195,0.0487084520145675,43,7.541412928060567,12.183568786995563,14,12,8,0,4345,1,20,3950.8968958870323,81990.69858733796,293.71555397842013,0.03937452559754521,77
52,Male,141559,SEO,Awareness,9618.21616141113,0.2809382125741986,0.1328337622024802,0,8.038642100817423,14.104220741151536,0,12,6,1,3954,0,18,0.0,110511.96584690861,7508.727639627656,0.10370036657391526,19
56,Female,116857,Referral,Consideration,3706.7952962562376,0.1831860599328793,0.021810900202515,8,5.9968348394885975,6.251765475228647,36,3,7,7,4025,1,10,299.92644008130515,98764.68626297807,3132.8929758237005,0.018434040884281803,61
63,Female,45785,Social Media,Consideration,3802.479071782761,0.0374813791109382,0.1163813667779718,4,6.335184505000591,7.908028981292686,50,6,2,5,4103,1,8,200.39529066952412,44130.91253670028,3665.105849939462,0.1121768246845104,67
62,Male,80760,Email,Awareness,4610.926297790899,0.1570361170818234,0.0508873313025041,45,1.6117615434106334,8.579439946446229,15,19,9,4,2157,1,28,622.2605116357357,69799.0311691271,3985.118726820887,0.04398076304726574,92
20,Male,51230,PPC,Awareness,6747.803027386749,0.0132116868434309,0.1119551098571793,12,1.4075429591905555,7.717533361999171,28,15,1,3,1612,0,16,130.35311695200178,50561.99081122171,6659.815628863222,0.11049528080944791,59
64,Female,50579,Social Media,Retention,3244.846162442024,0.08834251310045,0.037382916249564,9,1.2918778764355985,3.799073081683535,80,12,3,4,4826,0,15,44.171446186700734,46473.421180535785,2981.456777975314,0.03434848478267034,108
66,Female,124971,Referral,Conversion,1599.551913577547,0.2664290044368693,0.1089823927047064,2,9.382540897818163,4.9584628585033,13,4,0,8,855,0,4,93.04596112043915,98679.83089630013,1263.0411242743166,0.08605487739375216,27
25,Female,118529,Referral,Conversion,487.8197001136869,0.176016112730097,0.0207862206880802,45,6.93834453809374,8.853214405816017,4,12,6,1,1221,1,18,2764.199331772487,100788.58505164304,414.80698676927443,0.017675115555879094,68
50,Male,29047,Email,Retention,3872.965605756658,0.0322034482528216,0.0405952017821319,15,8.254185265267308,4.729118659630814,72,9,4,6,155,0,13,585.5253233703802,28140.770164221936,3752.133954127266,0.0393286825875714,106
69,Female,38757,SEO,Consideration,3550.3523989889754,0.2878647078367808,0.0240081460450034,18,1.0577597235334562,0.9345965633435144,11,4,0,2,548,0,4,17.794414844235973,30093.999598063307,2756.7743547786804,0.018641823088179618,35
19,Male,109893,SEO,Consideration,2442.4324916506303,0.1952010012201692,0.0375151311792787,8,8.279822691646869,6.056027050923656,42,7,0,1,1327,0,7,401.1426415797196,91945.20410191364,2043.5328360310727,0.03138813567005037,58
68,Female,38839,PPC,Consideration,4909.581233116864,0.2483340042190213,0.0998049476276115,18,2.59923074668233,10.063082794369883,84,18,5,6,4022,1,23,470.81293569965055,31112.666857375505,3932.906751337259,0.07995051587980345,131
31,Male,31117,Referral,Consideration,3144.6710326722064,0.263420874512313,0.1422537984019211,32,7.958733225960502,9.635652678629164,33,15,1,6,330,0,16,2454.00285207108,24629.1640638052,2489.0130407937622,0.11259414916413488,87
39,Male,140417,Social Media,Consideration,3874.591047157955,0.2566863389627313,0.0124331973137373,38,1.5192341627039878,5.322628067750185,50,15,5,7,2901,0,20,307.2800990439415,111735.91662968196,3083.1806848127603,0.009893636087426286,115
63,Male,104018,SEO,Awareness,3106.547067741196,0.0384767432002351,0.0167467167206268,43,3.4352842927243605,0.6759777895539694,15,7,6,3,786,0,13,99.85356295546723,100164.01492001796,2991.445969379984,0.016126231839356426,74
32,Male,133043,Referral,Awareness,3283.9449425326343,0.1616225052559425,0.0949030137371969,1,5.170273253070926,14.86634434663218,97,4,0,1,4576,0,4,76.86306254633453,114532.04410040796,2827.032816318479,0.0816986700135314,103
57,Male,33262,Social Media,Consideration,5648.324744195323,0.1319252973134951,0.025706881426745,3,2.545524888190544,10.008602041069896,85,13,2,5,301,0,15,76.4314367746143,29385.331416254976,4990.015469749659,0.022710757934077067,108
29,Female,29934,Email,Awareness,5772.493795931951,0.2890125835304762,0.0182584423181101,10,1.8942198333812112,5.612283804917342,48,12,0,1,2374,0,12,106.30899293838598,23222.42651659286,4478.229204032803,0.014164673449581118,71
60,Female,140536,PPC,Awareness,4888.528339367183,0.0575106034991504,0.1553034922326813,21,7.12257778761821,2.1265071030845704,42,16,1,5,376,0,17,318.0704574104927,132893.23013403988,4622.675482583103,0.14685762177589937,85
18,Male,28100,Social Media,Retention,3982.931329215229,0.2121866991867952,0.1464891795057354,8,9.470226149502697,4.598693864991193,6,4,7,6,53,0,11,348.4053671503778,23181.247590697953,3285.740828444339,0.12084704410963162,31
43,Male,130747,PPC,Awareness,8333.09102211843,0.1594576232862066,0.1306041815535086,49,3.903917886269991,14.050545246719135,79,3,6,2,4303,0,9,2687.756570125119,112765.6564363506,7187.059582652332,0.11264247949255976,139
61,Female,65963,SEO,Conversion,5347.813127793724,0.0167287628686331,0.1386663312756955,44,3.061207421324333,2.9984767885542247,62,18,4,7,4620,1,22,403.87421350280164,64877.67673050751,5259.822799450683,0.13638478258887612,135
19,Female,130180,Referral,Consideration,9244.392845606057,0.1080876521374891,0.0727787494809903,14,1.0136558988628348,5.96553609339819,8,13,4,9,1795,1,17,84.65801191333117,117481.68093822197,8342.6548682983,0.06567959614079345,48
42,Male,93932,Email,Retention,3116.84436533006,0.0643499444177547,0.1367664194127957,4,6.306035169774896,12.7140689060786,78,3,2,2,585,0,5,320.7014626906924,88252.92892873204,2928.4018678979764,0.12849760563252796,89
67,Male,28697,Referral,Consideration,3983.626030873863,0.1725194901726951,0.0220437677772262,14,8.351500346960101,2.4451507120926177,17,6,9,9,4333,1,15,285.8894782857573,24474.646469009524,3397.4923779622054,0.01880034230729885,55
18,Female,133204,SEO,Awareness,1968.120068273792,0.1228825468569486,0.1992523651894781,27,7.7975369813682,4.002129988233158,61,6,3,4,4486,1,9,842.5824278622496,118626.83267528757,1752.73903204101,0.17744720117629736,101
45,Male,101787,Referral,Consideration,4276.255285761517,0.0581381155680606,0.033516698461592,6,1.8708406456088431,12.712969153390665,56,11,6,1,3187,0,17,142.7036365112082,96194.43672091495,4041.3016248505637,0.031675164109931514,80
67,Female,95324,Email,Consideration,1448.960758039094,0.2512936698945107,0.0748713487224764,32,3.668131809815831,9.240348316932376,6,6,0,8,3977,1,6,1084.6340990437704,76180.35821122328,1157.9701815012356,0.05983515342868183,52
52,Female,131857,PPC,Consideration,7400.789369019341,0.138691357437719,0.0528439020657243,32,4.106862827665528,5.386867657256111,77,11,5,9,4254,1,16,707.9400492524419,115796.96213441397,6499.381347437801,0.04640757279886056,134
52,Female,67404,PPC,Consideration,2360.0518560845394,0.2353039441914566,0.166208915804188,12,4.349373108792472,3.237844313504363,67,4,1,7,270,0,5,168.99111585134997,54564.70880461564,1910.5029715008834,0.1345490043852946,91
34,Male,139855,PPC,Conversion,9675.024721517611,0.2195319656456783,0.0390132067563403,8,1.1108060690584485,0.6706457500869979,36,11,4,4,5,1,15,5.959658955079142,114679.24083970535,7933.391656851892,0.03199031091873418,63
61,Female,102632,SEO,Awareness,780.8619350240552,0.1661528335076599,0.0232947127210905,30,7.732198318534488,1.7765231717700285,77,0,0,1,876,0,0,412.0928844479331,88009.0474001544,669.6051431571865,0.019975694481676607,108
33,Male,114540,PPC,Awareness,7776.630630165042,0.1156543727761843,0.1511641179104906,36,2.167588087254729,4.960298408761175,21,5,0,3,491,0,5,387.0678146421352,102666.2045118684,6970.465782170283,0.13549368119656552,65
30,Female,137068,Social Media,Retention,7466.1666466529505,0.0838547743086645,0.0852478599135646,0,1.9711155605711936,4.773279568996191,38,13,0,0,4939,0,13,0.0,126463.43702958607,6888.5304780940205,0.07865247442208284,51
19,Female,118097,Social Media,Retention,1726.9777367533802,0.1259874789237499,0.1924521177705871,9,2.39265590442695,6.920409121495313,46,6,6,0,734,0,12,149.02341971036293,104883.04906630081,1533.74506295938,0.17091852384942877,67
61,Female,141952,Social Media,Conversion,1773.7293252097018,0.249007571562638,0.0361317014109922,40,8.032971315594722,6.472399217682463,32,12,1,3,1464,0,13,2079.703890348838,113651.8330488608,1420.1109469581377,0.028928328565524783,88
49,Female,93133,Referral,Conversion,2668.196135749166,0.2664980278248005,0.1845700985916454,37,5.185638847554299,9.343602834149737,48,15,1,4,4172,1,16,1792.7443438167568,73535.84289424842,2106.751117750866,0.145732637980213,105
41,Female,39192,Email,Awareness,429.07921736744015,0.0728897285108404,0.0953889617554506,44,6.95369491204816,2.2520393830350898,33,0,1,1,4474,0,1,689.0397711799,36529.383177521966,399.9285350256802,0.08890844904242813,79
48,Male,27670,PPC,Consideration,545.0677015459248,0.0955870648436493,0.1314654284075465,42,7.326046462832616,11.009726513763432,33,12,0,1,670,0,12,3387.6262552822645,25255.865907789605,497.51199063646413,0.11999541855334689,88
46,Female,27408,Social Media,Consideration,2983.8379039830425,0.2122106472077923,0.1974744386360649,5,9.94763629646056,10.64979448567438,87,12,1,0,3736,1,13,529.7014108776999,22609.931750007003,2461.484652734258,0.16290439214581046,105
63,Female,96902,PPC,Conversion,1266.8287745447096,0.0318390738657727,0.0627510645413834,41,3.617767261317284,11.52054976859858,70,11,7,0,234,1,18,1708.8253791937063,93911.93108917441,1227.7387110361606,0.06081477832225067,129
50,Male,33140,SEO,Conversion,5669.9429620196925,0.1553050800682843,0.1336637091516025,47,4.567767947701841,12.493005632420394,7,18,2,2,1581,1,20,2682.0620828167366,28685.06386039717,4907.7452006742415,0.11569559543848133,76
60,Female,69240,Referral,Awareness,4033.839693377232,0.202124785766163,0.1988119002084693,40,4.605869339210456,4.691366276486221,21,0,2,2,108,0,2,864.3128036749524,57598.013800098575,3355.591483629798,0.1653837459825424,65
22,Male,111352,Social Media,Awareness,3898.505276220404,0.2275108858867915,0.1043706764919228,19,2.897021892959395,1.2685027828036026,50,8,5,7,2854,1,13,69.82272632817711,90713.65580563132,3175.9435464427706,0.08502627365012916,89
65,Female,145741,Social Media,Retention,7287.54210771755,0.1105432078504807,0.1005481516991117,37,7.589393937385001,3.595532741549236,30,15,0,5,2838,1,15,1009.6528324441726,131233.9753822726,6562.141892545541,0.09053961249623808,87
32,Male,101014,Email,Awareness,762.3459272233259,0.1642951555111295,0.1999918213300663,19,9.977823847735204,7.599417225283548,96,18,7,5,2296,1,25,1440.6872819671535,86759.78726000497,654.7703334629556,0.1717707235862106,145
39,Female,33635,PPC,Conversion,722.2476074615228,0.1965352806603355,0.0641400879767029,20,2.4360933917599583,13.34787002677223,83,3,0,0,2974,1,3,650.3331593258129,28110.32866614493,603.6158056809941,0.05360484476588581,106
22,Male,134981,PPC,Conversion,9670.109767077272,0.2638535838612588,0.0415311070097398,2,7.149608636339478,1.85553176004212,81,3,2,7,1364,1,5,26.532651793198664,106801.13719155123,7651.289588097431,0.032860694893831095,95
24,Male,43386,SEO,Retention,5705.127963379232,0.0496819792719527,0.1855592363192903,21,2.290589950043227,8.553267291850656,33,5,9,0,913,0,14,411.4325900736778,41332.51866445495,5435.10136978463,0.1767766237617912,68
47,Male,60888,SEO,Retention,3812.240977872749,0.1585512762824254,0.1145756133110315,40,9.667531661444034,1.80035787360382,60,11,2,0,2151,0,13,696.2006697997994,52555.29146312644,3290.5241709331312,0.0988955911202163,113
35,Female,106923,Social Media,Conversion,1770.2335218937917,0.262044216799389,0.1572210860254592,4,4.034286491251427,12.66284945415134,17,0,4,8,1418,1,4,204.34224997453302,84722.07120536742,1402.6715532861422,0.1245765274565262,33
19,Female,47846,Referral,Conversion,2313.555465012203,0.0153412165534088,0.0194984828301096,35,2.340669865947154,10.517164103854643,34,11,4,0,457,0,15,861.6023182589784,47123.07470626867,2278.598984551816,0.019203872070019473,84
63,Female,66823,PPC,Conversion,7559.635522103395,0.1880381421152092,0.1782580670962946,3,9.574198989793985,10.51217529274696,5,2,9,5,4600,1,11,301.93697420506567,56246.51063898241,6363.125268557501,0.1500440606889271,24
53,Female,99789,Referral,Conversion,948.3969652548876,0.0347205097529288,0.1946834528987745,31,2.9467216326802386,14.401294423981462,79,11,7,1,965,1,18,1315.5347803500476,96440.53544838661,916.5730806682728,0.18815076251388999,129
49,Female,114022,Social Media,Conversion,1769.515286224058,0.207027433469119,0.0575713800941732,35,9.974577363992289,6.2455089990333335,5,14,2,1,704,0,16,2180.370944092881,94465.12716971913,1466.0108272256018,0.0476968281729167,57
26,Female,67907,Referral,Retention,9524.530271605225,0.2212937191644079,0.0687108071831522,9,2.8922065958843617,3.3472187691945106,88,0,1,1,1237,0,1,87.12763381919068,55602.51308461736,7798.722061816362,0.05626067350134509,99
38,Female,64840,SEO,Conversion,5395.052298700098,0.1652813359580749,0.1845564527018232,12,9.193097468644348,9.71611897299143,4,9,4,8,1071,1,13,1071.854744827858,55643.21507534456,4629.828121519148,0.15837930893322336,37
65,Male,97294,Email,Consideration,4638.069476368614,0.0127043967327182,0.1516227616990887,46,8.067541714584657,3.114816282022918,3,16,7,1,901,0,23,1155.9298732704194,96073.44484125773,4579.884802843148,0.14972065114782582,73
31,Male,67930,SEO,Awareness,4996.374650652131,0.1639215923383169,0.0197238122216385,9,8.884390454036021,5.05960671133809,27,14,0,2,2145,1,14,404.5636941064984,58363.03789461344,4292.707243805334,0.016945997351946525,52
50,Female,84079,PPC,Retention,277.9755786443101,0.216359732683256,0.1830307391142046,8,2.1746697171856795,10.996155954844015,15,8,0,0,2935,0,8,191.30405888360207,69123.46548543172,228.53073081521995,0.15047418473023916,31
35,Female,51232,Social Media,Consideration,7911.05499114329,0.0106443345655975,0.0308141650303543,10,9.558103919355815,1.95835077689961,66,14,2,0,4351,0,16,187.18120236157668,50692.41299613173,7827.733971856357,0.030489623279389446,92
48,Female,107852,Referral,Retention,8067.943706765164,0.0701181322777737,0.0271624255494888,14,8.121385741272277,14.130002481159329,33,0,1,8,3431,1,1,1606.5728094448098,100785.13460045226,7539.301936312713,0.025382642093609686,56
30,Female,35029,Email,Consideration,2190.448137652736,0.260431920058378,0.1123775849673362,32,8.465159915672256,12.016325329009224,8,15,5,3,1100,1,20,3255.0436962817957,27791.2669796379,1737.855177097771,0.08915799669856928,63
29,Female,33054,Referral,Awareness,1880.4432218442437,0.2082535526281603,0.1234515659685117,4,3.2216070487410726,13.63581764548891,84,17,9,7,1989,0,26,175.71698496821986,27356.8407294163,1556.3316306862534,0.10217355926658209,121
24,Male,60883,Email,Conversion,526.6952911374786,0.0516856478376446,0.1801817865544138,47,1.5730690621893832,7.659507154872322,50,1,8,0,620,1,9,566.2998856365501,57890.872738617894,500.81057226597045,0.17132665728098784,106
24,Male,125454,Social Media,Consideration,2913.115619286528,0.2346313990220738,0.1471857660511988,25,7.54059747305324,12.406274984315338,13,9,7,2,1884,0,16,2338.7681449182965,101612.5137424575,2359.5022948500637,0.1192143389255948,56
30,Female,87752,Social Media,Awareness,5371.607270896531,0.0669341873968948,0.0196331162247136,28,2.174261356472887,8.175754318991103,73,6,7,5,4789,1,13,497.7343469223626,82246.87242808974,5034.619130540915,0.01840143136908422,119
58,Female,108052,Referral,Conversion,5534.800613227015,0.0971148717821697,0.1698623863348773,45,2.1894929211242293,4.442831414942544,83,1,2,5,820,1,3,437.739656974427,98487.40799992869,5044.86882420635,0.1548264367786304,136
37,Male,105275,Email,Consideration,7979.31528900803,0.0182711471892221,0.0129078409169308,33,6.580632971234089,5.230646491243723,65,0,1,8,4534,1,1,1135.8918371178954,103386.01883260184,7836.1400212838,0.012676231623139743,107
55,Female,72082,PPC,Conversion,6399.629637595306,0.1680985019720133,0.1225151481246888,33,7.6890195050957715,1.9886940647143203,74,19,5,3,4002,1,24,504.6065459574678,61708.83695023095,5478.672925948702,0.1048842609744432,134
58,Female,59140,Email,Retention,3277.1624672591342,0.0356934788466335,0.1622418314564988,37,7.101230290017846,12.63131561347023,92,9,5,7,452,1,14,3318.8215983745554,57101.83679621055,3164.220432196445,0.156650432555754,150
28,Male,33383,Social Media,Awareness,1662.6299676419137,0.1282584192227192,0.1355182679931035,8,5.113392130921696,11.293163365798147,77,6,4,0,2688,1,10,461.97098150308335,29588.079673270462,1473.6251370384937,0.1201127912579326,95
60,Female,102083,PPC,Conversion,1425.1030168449206,0.1971956443331744,0.0128191085659076,25,3.757399321310269,1.5016322452158324,62,13,2,9,4308,1,15,141.0557994757896,85268.43585106691,1190.3676926912713,0.010707613769383291,111
42,Male,96325,Referral,Retention,8181.076934571749,0.2651511338747955,0.1014104577634697,27,3.5944610733264573,2.6006670056634547,64,5,9,3,1600,1,14,252.39590054662767,76137.14869383558,6466.481921029825,0.08015679316737322,108
20,Male,148611,PPC,Consideration,4183.332683862845,0.2825059795378399,0.0435368578038727,3,2.3399868100589294,7.288322382674368,61,5,0,5,782,0,5,51.163734728745865,115875.48313307125,3261.842635127782,0.033946709409933135,74
41,Female,148898,Email,Awareness,8015.986746209113,0.1802637021813555,0.1661975560703953,30,1.375471216109562,10.30972216746615,59,8,9,9,1356,1,17,425.4217826230912,126156.55274732901,6791.691324060902,0.1408139179093876,115
27,Female,147015,PPC,Retention,3158.086262724501,0.1274743938495946,0.0395582286237711,26,7.59276200272904,12.62529367711296,74,16,1,4,41,1,17,2492.3821027268405,130393.20520445616,2801.027038797469,0.035085700251431325,121
66,Female,76207,Referral,Consideration,2278.26430239601,0.1900383123318356,0.1976745186074779,39,6.942712625327954,1.6711499608289817,13,6,9,1,475,0,15,452.4902433426838,64037.43409796213,1914.4461810912928,0.1661076929701045,68
40,Female,93541,Referral,Awareness,3119.59145121758,0.0249745524116034,0.121982002725509,47,2.6963215948874977,11.814141114004869,27,15,1,7,4870,0,16,1497.1720191047598,91261.77794357215,3043.579417535463,0.11900978657324185,97
33,Male,118906,Social Media,Conversion,2238.5740215982323,0.2064308994996854,0.1826787207406411,3,8.469798450671362,8.933884956896167,7,3,9,7,2339,0,12,227.00461489918604,98560.1413635137,1855.5343886886378,0.1514207907111788,29
43,Female,85311,Email,Consideration,393.4367192520563,0.2668128708827633,0.1827663023626661,45,1.3367504971377968,8.539849290915244,30,14,7,4,4034,1,21,513.7041503300767,67343.01644768738,310.5720886604939,0.14427253350789498,100
43,Male,77719,PPC,Conversion,7931.378314092452,0.0908878859621093,0.0100944898600933,22,2.6487910601480085,1.8721218377748592,27,15,1,4,1739,1,16,109.09491092292997,71243.80149428066,7270.571445659942,0.009253462239330358,69
36,Female,43116,Email,Consideration,4804.242131975477,0.0136761610919623,0.0914508681263547,40,2.537669946256776,10.218642339213448,79,12,3,7,3117,1,15,1037.2616622307603,42534.29414138945,4739.424992297543,0.09021704528183941,141
30,Female,126360,SEO,Awareness,9348.493570491575,0.1693409333926769,0.1106586520734015,38,8.06902278916653,11.072644919476517,18,11,0,4,3092,1,11,3395.1261192809907,108060.87120664147,7994.668880159908,0.09463335192786,71
45,Male,111937,Referral,Retention,9930.941957679115,0.2529954021765928,0.1962673150651745,19,2.6015087156989525,12.973525446805327,36,7,1,9,1484,1,8,641.264050940918,89335.52334314471,7925.760892999257,0.15663849581908784,72
37,Male,127158,Email,Conversion,3787.2712706882894,0.0135268216618282,0.0590548858823479,27,1.8783079809204464,7.384573964875112,5,2,1,1,4095,0,3,374.5036137759012,125460.91260959972,3736.725254570465,0.058266722320696566,36
22,Female,48401,SEO,Conversion,5417.792488796656,0.1240648440743613,0.148815082820828,21,1.6777531153017102,13.628973344315876,76,1,1,8,1187,0,2,480.18710222258846,43058.903812490455,4819.822021262546,0.1323901228699786,107
25,Female,76422,Email,Conversion,4526.818899515728,0.0503318480260068,0.1162909173950523,35,5.835078550744093,1.4424638105682162,90,19,4,7,3672,1,23,294.5911374444916,72759.86169859313,4309.893971151526,0.11071826262681589,155
56,Male,30019,Email,Conversion,4203.810792339072,0.1407099029833332,0.0421407505993508,4,3.214206343068541,7.759021625121475,19,1,6,1,2170,1,7,99.7563860938857,26316.068547744173,3685.258435422291,0.03694256575588484,31
32,Female,146800,Email,Retention,6937.241678239581,0.1197361627453691,0.0541200729461207,32,1.330601989595308,1.1215153261123607,6,9,8,8,652,1,17,47.75329677717561,131102.31220904377,6195.425234129129,0.04833287942887288,63
25,Female,57489,Social Media,Conversion,2580.0129175871475,0.0402118632402545,0.0706957853254223,4,7.5496638163463805,14.337943505744985,32,2,3,5,1090,1,5,432.9866131445659,55266.625993787515,2480.2763828807147,0.06796287162617555,46
58,Female,59758,SEO,Retention,4323.82728365343,0.1026106729117226,0.1436850911125373,22,3.320750241617912,4.606451209086923,33,7,7,8,2019,1,14,336.5312272426835,54196.82710144087,3921.445157278651,0.13031353191340006,77
19,Male,30022,Social Media,Consideration,3292.732582880147,0.2989734041815924,0.0281609754216825,25,8.172464168157703,3.1750300369278865,91,1,0,2,4366,0,1,648.6954802404396,23112.097525133795,2534.87297913902,0.02167940877852314,119
20,Female,127789,Email,Awareness,3416.1109033216203,0.0399255058730166,0.0110222250438444,24,9.585219514679908,6.473878935285151,90,10,2,4,2574,0,12,1489.28521694809,122882.84043261468,3284.9573205282604,0.010599052510584642,130
68,Female,34048,PPC,Retention,5817.36526369224,0.0132475723604683,0.1065848523364455,32,7.215686873127875,8.32880952372907,57,0,5,0,3014,1,5,1923.138609572937,33602.84389399675,5741.306885285761,0.10519132267758087,94
33,Female,51977,Email,Consideration,1830.2972882461647,0.0492687305396294,0.1064351895864011,0,6.990062746848166,11.82548535127278,12,15,1,3,2257,1,16,0.0,49536.404247240556,1744.3551255976718,0.10143749307354509,31
57,Male,95664,Email,Retention,2369.4761961381982,0.2882913271542513,0.1023021121841646,26,2.7497599767823355,9.24472405125417,82,4,5,1,2088,1,9,660.9400770059299,74256.49616947692,1839.2394221671984,0.07940914452179312,118
50,Male,138056,PPC,Consideration,4302.308054600002,0.0757568696389399,0.0391878724604752,20,7.996623985558799,0.5497427235206982,61,5,0,6,3171,0,5,87.92171697584068,128333.83071616938,3999.331239264129,0.03642818704344222,92
32,Male,39567,SEO,Consideration,4408.677870086972,0.1496343147748565,0.0199160803112518,26,9.45445868668924,2.464865793417229,79,0,2,4,4471,0,2,605.9032671145138,34417.03113024142,3834.8523642932178,0.017323839463814328,111
65,Female,85391,PPC,Awareness,4907.103437969107,0.1266636000875443,0.0519296157511468,35,9.89860988847262,11.91376094240039,44,9,0,1,3004,1,9,4127.538515567019,75791.03469160176,4355.429107311015,0.04609150037962685,89
42,Female,20557,Social Media,Conversion,9718.2479236543,0.2608075133014035,0.0417989305718003,18,1.4111786115204106,1.876809818610844,67,13,5,3,1047,1,18,47.67324973047224,16304.62999555883,7707.9552755893965,0.03315250752460262,106
25,Female,72079,Referral,Conversion,3812.9759816569294,0.138470946893165,0.01187197490913,37,1.586198931327399,9.212434070905028,94,4,0,9,868,0,4,540.671863893166,63312.11191352777,3349.2079811631256,0.010427999890140434,144
19,Female,140321,SEO,Awareness,2583.691993129089,0.2575380097793844,0.0983400088211372,6,1.637026326655659,2.309984900154787,37,7,8,4,62,0,15,22.68903657438258,111583.90355502427,2054.5637372681545,0.07820042659258422,62
50,Female,107646,Email,Awareness,9681.720495707454,0.0823865960451451,0.0429659960676794,28,8.653797222804574,3.1741008848419887,47,14,0,1,1486,0,14,769.1047118201201,99452.45108662655,8944.789718463624,0.03969560989083732,90
68,Female,31721,PPC,Consideration,8796.037895901198,0.0386643225838918,0.0640972614562577,29,4.985599797066548,7.067381811661857,18,8,2,9,4245,1,10,1021.818982454382,30540.18445640596,8468.60501958827,0.0617112382341222,66
